application_id,checked_at,revision_no,packet_status,budget_attachment_status,site_authorization_status,review_team
A26-3405,2026-03-14T11:00-07:00,1,incomplete,approved,not_required,intake_a
A26-5064,2026-03-14T09:15-07:00,1,complete,approved,verified,intake_b
A26-4984,2026-03-10T15:30-07:00,1,incomplete,approved,verified,intake_c
A26-6312,2026-03-03T10:15-07:00,1,complete,missing,not_required,intake_c
A26-5168,2026-03-17T10:00-07:00,1,complete,approved,verified,intake_a
A26-5051,2026-03-19T12:30-07:00,1,complete,approved,not_required,intake_c
A26-1830,2026-03-13T11:45-07:00,1,complete,approved,not_required,intake_a
A26-5006,2026-03-12T15:15-07:00,2,complete,approved,not_required,intake_b
A26-1889,2026-03-22T11:00-07:00,1,complete,approved,not_required,intake_a
A26-8425,2026-03-08T15:45-07:00,1,complete,approved,verified,intake_c
A26-8931,2026-03-21T11:00-07:00,1,complete,approved,verified,intake_a
A26-8764,2026-03-01T09:30-07:00,1,incomplete,approved,not_required,intake_b
A26-9555,2026-02-27T10:15-07:00,1,complete,approved,verified,intake_b
A26-5490,2026-03-12T12:00-07:00,1,needs_followup,approved,verified,intake_c
A26-1289,2026-03-11T16:45-07:00,1,complete,approved,verified,intake_a
A26-5153,2026-03-08T15:30-07:00,1,complete,approved,not_required,intake_a
A26-3095,2026-03-14T11:00-07:00,1,complete,approved,not_required,intake_a
A26-1270,2026-02-25T16:15-07:00,1,complete,approved,verified,intake_b
A26-2482,2026-03-15T10:00-07:00,1,complete,approved,not_required,intake_c
A26-2088,2026-03-10T09:45-07:00,1,incomplete,approved,not_required,intake_b
A26-5051,2026-03-14T12:30-07:00,1,complete,approved,pending,intake_c
A26-4873,2026-03-06T14:15-07:00,1,complete,approved,pending,intake_c
A26-9411,2026-03-10T13:00-07:00,1,needs_followup,approved,verified,intake_b
A26-5095,2026-03-06T11:30-07:00,1,complete,approved,pending,intake_a
A26-2026,2026-03-21T12:45-07:00,1,complete,approved,not_required,intake_a
A26-9797,2026-03-20T13:45-07:00,1,needs_followup,approved,not_required,intake_c
A26-9014,2026-02-26T09:15-07:00,1,complete,approved,verified,intake_c
A26-1133,2026-03-10T11:45-07:00,1,complete,approved,verified,intake_c
A26-5121,2026-03-19T11:15-07:00,1,complete,approved,not_required,intake_a
A26-4862,2026-03-07T10:30-07:00,1,incomplete,approved,verified,intake_c
A26-5073,2026-03-12T13:45-07:00,1,complete,approved,verified,intake_b
A26-6954,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-6094,2026-03-19T12:15-07:00,1,complete,revision_requested,verified,intake_b
A26-5102,2026-03-03T12:45-07:00,1,complete,approved,verified,intake_a
A26-5117,2026-02-25T16:00-07:00,1,complete,approved,pending,intake_b
A26-8681,2026-03-15T16:45-07:00,1,complete,approved,not_required,intake_b
A26-4568,2026-03-01T13:15-07:00,1,incomplete,approved,not_required,intake_c
A26-0199,2026-03-06T15:45-07:00,1,incomplete,approved,not_required,intake_b
A26-0737,2026-02-21T15:15-07:00,1,incomplete,approved,verified,intake_c
A26-8205,2026-03-08T13:45-07:00,1,incomplete,approved,verified,intake_a
A26-0632,2026-03-20T09:45-07:00,1,complete,approved,verified,intake_a
A26-8574,2026-03-18T16:45-07:00,1,complete,approved,verified,intake_a
A26-5163,2026-03-16T13:15-07:00,1,complete,revision_requested,verified,intake_b
A26-4074,2026-03-09T12:15-07:00,1,needs_followup,approved,not_required,intake_b
A26-6129,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-3419,2026-03-08T15:00-07:00,1,complete,approved,pending,intake_c
A26-5055,2026-03-13T11:45-07:00,1,complete,approved,not_required,intake_c
A26-9690,2026-02-22T13:00-07:00,1,complete,approved,pending,intake_b
A26-5056,2026-03-09T11:00-07:00,2,complete,approved,verified,intake_a
A26-5053,2026-02-26T14:15-07:00,1,incomplete,approved,not_required,intake_a
A26-3000,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-5001,2026-03-10T10:15-07:00,1,incomplete,approved,not_required,intake_b
A26-8377,2026-03-11T14:45-07:00,1,complete,approved,not_required,intake_c
A26-0737,2026-03-11T15:15-07:00,1,complete,approved,verified,intake_a
A26-5166,2026-03-08T11:15-07:00,1,complete,approved,pending,intake_a
A26-0715,2026-03-08T12:45-07:00,2,complete,approved,not_required,intake_c
A26-1258,2026-03-14T09:15-07:00,1,complete,approved,verified,intake_a
A26-5096,2026-02-27T09:00-07:00,1,incomplete,approved,not_required,intake_a
A26-3873,2026-03-14T13:00-07:00,1,incomplete,approved,verified,intake_a
A26-1778,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-2619,2026-03-21T09:30-07:00,2,complete,approved,not_required,intake_c
A26-6094,2026-03-15T12:15-07:00,1,complete,approved,verified,intake_a
A26-5060,2026-03-22T12:45-07:00,1,complete,approved,not_required,intake_a
A26-6018,2026-03-09T15:15-07:00,1,complete,approved,not_required,intake_b
A26-2052,2026-03-07T16:30-07:00,1,complete,approved,pending,intake_a
A26-7784,2026-03-19T14:00-07:00,1,complete,approved,not_required,intake_b
A26-2800,2026-03-09T15:15-07:00,1,complete,approved,not_required,intake_c
A26-1176,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-9115,2026-02-22T15:00-07:00,1,complete,approved,pending,intake_c
A26-1548,2026-03-09T15:45-07:00,1,complete,approved,verified,intake_b
A26-5035,2026-03-15T10:00-07:00,1,complete,approved,verified,intake_a
A26-5110,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-3848,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-5075,2026-03-13T11:15-07:00,1,complete,approved,verified,intake_a
A26-4142,2026-03-12T09:45-07:00,2,complete,approved,verified,intake_a
A26-3936,2026-03-06T16:15-07:00,1,complete,approved,pending,intake_c
A26-0307,2026-03-11T16:45-07:00,1,complete,approved,verified,intake_c
A26-5021,2026-03-21T11:00-07:00,1,complete,approved,verified,intake_b
A26-5001,2026-03-20T10:15-07:00,1,complete,approved,not_required,intake_b
A26-5145,2026-03-09T14:00-07:00,1,incomplete,approved,not_required,intake_b
A26-8544,2026-02-26T14:45-07:00,1,complete,approved,verified,intake_c
A26-1270,2026-03-14T16:15-07:00,1,needs_followup,approved,pending,intake_c
A26-3614,2026-02-21T14:45-07:00,1,complete,approved,verified,intake_a
A26-5111,2026-03-16T09:15-07:00,1,needs_followup,approved,not_required,intake_b
A26-7117,2026-03-06T09:30-07:00,1,complete,approved,pending,intake_c
A26-1502,2026-03-07T14:45-07:00,1,complete,missing,not_required,intake_a
A26-5020,2026-03-26T09:30-07:00,1,complete,revision_requested,not_required,intake_c
A26-5089,2026-03-10T13:30-07:00,1,complete,approved,not_required,intake_b
A26-2434,2026-03-18T11:00-07:00,1,complete,approved,verified,intake_b
A26-2861,2026-03-22T12:15-07:00,1,complete,approved,verified,intake_b
A26-5993,2026-03-20T14:00-07:00,1,complete,approved,not_required,intake_b
A26-5049,2026-03-05T10:00-07:00,1,complete,missing,verified,intake_b
A26-5004,2026-03-22T10:00-07:00,1,complete,approved,verified,intake_c
A26-5022,2026-03-08T11:30-07:00,1,complete,approved,pending,intake_b
A26-3426,2026-02-22T10:30-07:00,1,complete,approved,pending,intake_a
A26-5156,2026-03-13T12:15-07:00,1,complete,approved,not_required,intake_a
A26-0188,2026-03-13T09:15-07:00,1,complete,approved,not_required,intake_c
A26-6745,2026-03-20T14:45-07:00,1,needs_followup,approved,verified,intake_a
A26-3016,2026-03-14T16:15-07:00,1,complete,approved,not_required,intake_a
A26-0953,2026-03-03T16:30-07:00,1,complete,missing,verified,intake_c
A26-5019,2026-03-11T15:15-07:00,1,needs_followup,approved,not_required,intake_c
A26-2739,2026-03-20T14:15-07:00,1,complete,approved,verified,intake_c
A26-5023,2026-03-16T14:45-07:00,1,complete,approved,not_required,intake_b
A26-6954,2026-03-03T09:30-07:00,1,complete,missing,not_required,intake_b
A26-5146,2026-03-17T14:45-07:00,1,complete,approved,not_required,intake_c
A26-5045,2026-02-22T09:15-07:00,1,complete,approved,verified,intake_a
A26-2619,2026-03-18T09:30-07:00,1,complete,missing,not_required,intake_a
A26-5119,2026-03-10T14:15-07:00,1,incomplete,approved,not_required,intake_c
A26-1176,2026-03-19T10:45-07:00,1,complete,approved,verified,intake_a
A26-5083,2026-03-16T10:30-07:00,1,complete,approved,verified,intake_c
A26-5010,2026-03-11T13:45-07:00,2,complete,approved,verified,intake_c
A26-5111,2026-03-16T09:15-07:00,2,complete,approved,not_required,intake_a
A26-3732,2026-03-04T09:00-07:00,1,complete,missing,verified,intake_a
A26-5160,2026-03-18T14:00-07:00,1,complete,approved,verified,intake_c
A26-2211,2026-03-17T11:00-07:00,2,complete,approved,verified,intake_c
A26-5182,2026-03-11T11:00-07:00,1,complete,approved,pending,intake_a
A26-8260,2026-02-27T12:00-07:00,1,incomplete,approved,not_required,intake_c
A26-5080,2026-03-11T16:30-07:00,1,complete,approved,verified,intake_b
A26-6401,2026-03-12T15:15-07:00,1,complete,approved,pending,intake_c
A26-5274,2026-02-19T15:45-07:00,1,incomplete,approved,not_required,intake_b
A26-3873,2026-03-20T13:00-07:00,1,complete,approved,verified,intake_a
A26-0122,2026-03-16T15:30-07:00,1,complete,approved,verified,intake_c
A26-2486,2026-03-10T11:45-07:00,1,complete,missing,not_required,intake_a
A26-1343,2026-03-15T11:15-07:00,1,complete,approved,not_required,intake_b
A26-5052,2026-03-09T14:30-07:00,2,complete,approved,pending,intake_b
A26-5013,2026-02-24T13:45-07:00,1,complete,approved,pending,intake_a
A26-7784,2026-03-05T14:00-07:00,1,complete,approved,pending,intake_c
A26-5026,2026-03-15T11:00-07:00,2,complete,approved,verified,intake_a
A26-0241,2026-03-17T14:00-07:00,1,complete,approved,pending,intake_b
A26-5093,2026-03-17T16:15-07:00,1,complete,revision_requested,not_required,intake_a
A26-0304,2026-03-19T16:45-07:00,1,complete,approved,not_required,intake_c
A26-5473,2026-03-21T13:00-07:00,1,complete,approved,not_required,intake_b
A26-8002,2026-02-28T14:15-07:00,1,incomplete,approved,not_required,intake_a
A26-5022,2026-03-13T11:30-07:00,1,complete,approved,not_required,intake_c
A26-5053,2026-03-13T14:15-07:00,1,complete,approved,not_required,intake_c
A26-9624,2026-03-14T15:00-07:00,1,needs_followup,approved,not_required,intake_c
A26-5122,2026-02-20T12:00-07:00,1,complete,missing,not_required,intake_b
A26-0201,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-0953,2026-03-21T16:30-07:00,1,complete,approved,verified,intake_c
A26-6326,2026-03-26T09:30-07:00,1,complete,approved,not_required,intake_c
A26-6808,2026-03-22T16:30-07:00,1,complete,approved,verified,intake_a
A26-5173,2026-03-10T13:00-07:00,1,complete,approved,not_required,intake_a
A26-9698,2026-03-22T15:45-07:00,1,complete,approved,verified,intake_b
A26-6280,2026-03-20T13:15-07:00,1,complete,approved,verified,intake_b
A26-5070,2026-03-07T12:45-07:00,1,complete,missing,verified,intake_a
A26-5172,2026-03-09T14:30-07:00,1,complete,approved,verified,intake_c
A26-2233,2026-03-17T10:15-07:00,1,complete,approved,verified,intake_b
A26-4829,2026-02-28T16:15-07:00,1,complete,approved,verified,intake_b
A26-9806,2026-03-19T15:30-07:00,1,needs_followup,approved,verified,intake_c
A26-5018,2026-02-21T12:00-07:00,1,complete,missing,verified,intake_a
A26-5177,2026-03-17T14:30-07:00,1,complete,approved,not_required,intake_c
A26-7923,2026-03-10T14:30-07:00,1,complete,approved,not_required,intake_a
A26-4793,2026-03-11T16:15-07:00,1,complete,approved,not_required,intake_b
A26-6031,2026-02-21T12:30-07:00,1,complete,missing,verified,intake_c
A26-9928,2026-03-21T10:30-07:00,1,complete,approved,verified,intake_a
A26-8545,2026-03-10T14:30-07:00,1,complete,approved,not_required,intake_c
A26-5026,2026-02-23T11:00-07:00,1,complete,approved,pending,intake_a
A26-6726,2026-03-10T16:30-07:00,1,complete,approved,verified,intake_c
A26-8803,2026-03-15T10:30-07:00,1,complete,revision_requested,not_required,intake_c
A26-5179,2026-03-18T13:30-07:00,1,complete,approved,verified,intake_b
A26-0715,2026-02-28T12:45-07:00,1,complete,approved,pending,intake_c
A26-3000,2026-03-09T11:00-07:00,1,complete,approved,verified,intake_b
A26-1695,2026-03-18T14:30-07:00,1,complete,approved,verified,intake_a
A26-9786,2026-02-24T16:15-07:00,1,complete,approved,pending,intake_c
A26-1154,2026-02-28T15:15-07:00,1,complete,missing,not_required,intake_c
A26-5102,2026-03-21T12:45-07:00,1,complete,revision_requested,verified,intake_c
A26-5076,2026-03-10T16:30-07:00,1,complete,approved,not_required,intake_c
A26-5094,2026-03-22T11:15-07:00,1,complete,approved,not_required,intake_c
A26-5893,2026-03-26T09:30-07:00,1,needs_followup,approved,verified,intake_c
A26-8474,2026-03-13T09:45-07:00,1,complete,missing,not_required,intake_c
A26-5093,2026-03-04T16:15-07:00,1,complete,approved,verified,intake_a
A26-7651,2026-03-09T15:15-07:00,1,complete,approved,verified,intake_b
A26-0135,2026-03-10T15:15-07:00,1,incomplete,approved,verified,intake_b
A26-4804,2026-03-11T15:45-07:00,1,incomplete,approved,verified,intake_c
A26-5105,2026-03-12T13:30-07:00,1,complete,approved,not_required,intake_a
A26-6954,2026-03-14T09:30-07:00,1,complete,approved,not_required,intake_a
A26-4951,2026-03-07T12:30-07:00,1,incomplete,approved,not_required,intake_a
A26-6215,2026-03-08T16:00-07:00,1,complete,approved,pending,intake_a
A26-2159,2026-03-16T13:30-07:00,1,complete,approved,verified,intake_b
A26-5769,2026-03-21T16:00-07:00,1,complete,approved,verified,intake_a
A26-5108,2026-03-17T15:30-07:00,1,complete,approved,verified,intake_c
A26-5005,2026-03-14T14:45-07:00,1,complete,revision_requested,not_required,intake_b
A26-9218,2026-02-27T10:45-07:00,1,complete,missing,verified,intake_a
A26-5151,2026-03-22T10:15-07:00,1,complete,approved,verified,intake_a
A26-8910,2026-03-21T14:45-07:00,1,complete,approved,not_required,intake_a
A26-5154,2026-03-02T09:00-07:00,1,complete,missing,verified,intake_b
A26-5675,2026-03-16T14:45-07:00,1,complete,approved,not_required,intake_a
A26-5155,2026-03-14T12:00-07:00,1,complete,approved,verified,intake_a
A26-5173,2026-02-19T13:00-07:00,1,incomplete,approved,not_required,intake_c
A26-1881,2026-03-08T16:30-07:00,1,complete,missing,verified,intake_b
A26-2525,2026-03-07T12:00-07:00,1,complete,approved,pending,intake_a
A26-5164,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-5152,2026-03-09T11:45-07:00,1,complete,approved,not_required,intake_b
A26-5373,2026-03-11T10:45-07:00,1,complete,approved,not_required,intake_c
A26-0361,2026-03-20T13:15-07:00,1,complete,approved,not_required,intake_c
A26-5115,2026-02-25T15:15-07:00,1,incomplete,approved,verified,intake_a
A26-6126,2026-03-20T11:15-07:00,1,complete,approved,verified,intake_a
A26-1265,2026-03-21T11:00-07:00,1,needs_followup,approved,verified,intake_a
A26-7117,2026-03-16T09:30-07:00,1,complete,approved,verified,intake_a
A26-4608,2026-03-08T10:45-07:00,1,complete,approved,verified,intake_a
A26-5178,2026-02-24T10:45-07:00,1,complete,missing,verified,intake_c
A26-5068,2026-03-17T15:30-07:00,1,complete,approved,not_required,intake_a
A26-9834,2026-03-10T11:30-07:00,1,complete,approved,verified,intake_b
A26-5074,2026-03-22T16:30-07:00,1,complete,approved,not_required,intake_a
A26-3326,2026-03-15T11:45-07:00,1,complete,approved,verified,intake_b
A26-5091,2026-03-18T10:45-07:00,1,complete,approved,not_required,intake_b
A26-2482,2026-02-23T10:00-07:00,1,incomplete,approved,not_required,intake_c
A26-5123,2026-03-17T16:45-07:00,1,complete,approved,not_required,intake_a
A26-5028,2026-03-20T09:45-07:00,1,complete,approved,not_required,intake_c
A26-4438,2026-03-16T13:30-07:00,1,complete,approved,verified,intake_a
A26-5137,2026-03-10T11:45-07:00,1,complete,approved,not_required,intake_c
A26-8645,2026-02-26T15:45-07:00,1,incomplete,approved,verified,intake_b
A26-0309,2026-03-09T11:15-07:00,1,complete,approved,verified,intake_a
A26-4984,2026-03-18T15:30-07:00,1,complete,approved,verified,intake_b
A26-5045,2026-03-09T09:15-07:00,1,complete,revision_requested,verified,intake_a
A26-5123,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-0122,2026-03-12T15:30-07:00,1,complete,missing,verified,intake_c
A26-5144,2026-03-11T15:15-07:00,1,complete,approved,verified,intake_b
A26-5086,2026-03-17T09:15-07:00,1,complete,approved,not_required,intake_a
A26-5100,2026-03-21T11:00-07:00,1,complete,approved,not_required,intake_b
A26-1932,2026-03-13T12:15-07:00,1,complete,approved,verified,intake_b
A26-8770,2026-03-12T14:00-07:00,1,complete,approved,verified,intake_a
A26-4229,2026-03-13T14:15-07:00,1,needs_followup,approved,not_required,intake_c
A26-9969,2026-03-04T11:00-07:00,1,complete,approved,pending,intake_b
A26-5178,2026-03-12T10:45-07:00,1,complete,approved,verified,intake_c
A26-6326,2026-03-04T09:30-07:00,1,complete,approved,verified,intake_b
A26-5074,2026-03-26T09:30-07:00,1,needs_followup,approved,not_required,intake_c
A26-0015,2026-03-10T15:45-07:00,2,complete,approved,not_required,intake_a
A26-1258,2026-03-10T09:15-07:00,1,complete,missing,verified,intake_b
A26-4054,2026-03-10T14:15-07:00,1,complete,approved,verified,intake_b
A26-9587,2026-03-02T11:15-07:00,1,complete,missing,not_required,intake_c
A26-8483,2026-02-19T14:45-07:00,1,complete,approved,pending,intake_b
A26-4057,2026-03-14T09:15-07:00,1,complete,approved,not_required,intake_b
A26-0307,2026-02-26T16:45-07:00,1,incomplete,approved,verified,intake_a
A26-5071,2026-03-10T15:00-07:00,1,needs_followup,approved,not_required,intake_c
A26-9806,2026-03-19T15:30-07:00,2,complete,approved,verified,intake_c
A26-9809,2026-03-17T14:45-07:00,1,complete,approved,verified,intake_a
A26-5006,2026-03-12T15:15-07:00,1,needs_followup,approved,not_required,intake_a
A26-5151,2026-03-02T10:15-07:00,1,complete,approved,pending,intake_c
A26-2088,2026-03-19T09:45-07:00,1,complete,approved,not_required,intake_c
A26-4060,2026-02-25T12:45-07:00,1,incomplete,approved,verified,intake_b
A26-5024,2026-02-23T11:30-07:00,1,complete,missing,verified,intake_b
A26-5442,2026-02-27T16:30-07:00,1,complete,missing,verified,intake_b
A26-8229,2026-03-16T12:45-07:00,1,complete,approved,not_required,intake_b
A26-5970,2026-03-20T14:15-07:00,1,complete,approved,verified,intake_b
A26-7725,2026-03-07T15:30-07:00,1,incomplete,approved,not_required,intake_a
A26-5147,2026-03-09T10:45-07:00,1,complete,approved,verified,intake_b
A26-5116,2026-03-04T09:15-07:00,1,complete,approved,verified,intake_a
A26-5696,2026-03-22T13:45-07:00,1,needs_followup,approved,verified,intake_c
A26-5025,2026-03-10T14:00-07:00,2,complete,approved,verified,intake_b
A26-8014,2026-03-08T13:15-07:00,1,complete,missing,not_required,intake_b
A26-6375,2026-03-02T10:15-07:00,1,incomplete,approved,verified,intake_c
A26-2977,2026-02-25T13:15-07:00,1,complete,approved,verified,intake_b
A26-5124,2026-03-17T16:00-07:00,1,complete,approved,not_required,intake_a
A26-5071,2026-03-05T15:00-07:00,1,incomplete,approved,not_required,intake_b
A26-8836,2026-03-03T14:15-07:00,1,incomplete,approved,verified,intake_c
A26-0841,2026-02-25T13:30-07:00,1,complete,missing,verified,intake_a
A26-5070,2026-03-22T12:45-07:00,1,complete,approved,verified,intake_c
A26-5170,2026-03-15T12:15-07:00,2,complete,approved,verified,intake_a
A26-5035,2026-03-04T10:00-07:00,1,incomplete,approved,verified,intake_a
A26-1145,2026-03-15T09:15-07:00,1,complete,approved,not_required,intake_b
A26-7923,2026-02-26T14:30-07:00,1,complete,approved,pending,intake_c
A26-0754,2026-03-21T10:00-07:00,1,complete,approved,verified,intake_c
A26-5396,2026-03-09T14:30-07:00,1,complete,approved,verified,intake_a
A26-3657,2026-03-08T12:45-07:00,1,complete,approved,not_required,intake_a
A26-0126,2026-02-22T14:45-07:00,1,complete,approved,pending,intake_b
A26-1069,2026-03-18T14:15-07:00,1,complete,approved,pending,intake_c
A26-5133,2026-03-12T14:30-07:00,1,complete,approved,verified,intake_a
A26-5824,2026-03-03T16:15-07:00,1,complete,approved,pending,intake_b
A26-5041,2026-03-15T14:00-07:00,1,complete,approved,not_required,intake_b
A26-5043,2026-03-16T10:45-07:00,1,complete,approved,verified,intake_c
A26-0620,2026-03-11T12:30-07:00,1,complete,approved,not_required,intake_a
A26-5141,2026-03-07T13:00-07:00,1,complete,approved,verified,intake_b
A26-0199,2026-03-22T15:45-07:00,1,complete,approved,not_required,intake_a
A26-4506,2026-03-08T15:45-07:00,1,complete,missing,verified,intake_a
A26-1817,2026-03-07T12:00-07:00,1,complete,approved,pending,intake_b
A26-1455,2026-03-04T11:45-07:00,1,incomplete,approved,not_required,intake_b
A26-0201,2026-03-16T15:45-07:00,1,complete,approved,verified,intake_c
A26-5175,2026-03-10T11:30-07:00,1,complete,approved,verified,intake_c
A26-5180,2026-03-19T10:45-07:00,1,complete,approved,not_required,intake_a
A26-4430,2026-03-22T11:30-07:00,1,complete,approved,verified,intake_c
A26-4388,2026-03-16T09:00-07:00,1,complete,approved,verified,intake_b
A26-0399,2026-03-08T10:00-07:00,1,incomplete,approved,verified,intake_c
A26-5019,2026-03-11T15:15-07:00,2,complete,approved,not_required,intake_b
A26-4430,2026-03-05T11:30-07:00,1,incomplete,approved,verified,intake_c
A26-2278,2026-03-10T14:00-07:00,1,complete,approved,pending,intake_b
A26-2977,2026-03-09T13:15-07:00,1,complete,revision_requested,verified,intake_b
A26-1773,2026-03-15T16:30-07:00,1,complete,approved,verified,intake_b
A26-0934,2026-03-09T14:15-07:00,1,complete,approved,pending,intake_c
A26-9486,2026-03-17T14:45-07:00,1,complete,approved,not_required,intake_b
A26-6808,2026-03-15T16:30-07:00,1,incomplete,approved,verified,intake_b
A26-8014,2026-03-11T13:15-07:00,1,complete,approved,not_required,intake_c
A26-8931,2026-03-06T11:00-07:00,1,incomplete,approved,verified,intake_b
A26-7399,2026-03-19T14:30-07:00,1,complete,approved,not_required,intake_c
A26-8836,2026-03-12T14:15-07:00,1,complete,approved,verified,intake_c
A26-1998,2026-03-21T10:30-07:00,1,complete,approved,verified,intake_b
A26-1998,2026-03-21T10:30-07:00,2,needs_followup,approved,verified,intake_b
A26-1998,2026-03-25T09:15-07:00,3,complete,approved,verified,intake_b
A26-1999,2026-03-21T11:00-07:00,1,complete,approved,verified,intake_a
A26-2000,2026-03-21T11:30-07:00,1,complete,approved,verified,intake_c
A26-2001,2026-03-21T12:00-07:00,1,complete,approved,verified,intake_a
