organization_id,effective_at,revision_no,public_name,registration_status,tax_clearance,conflict_review,insurance_status
ORG-0456,2026-02-09T13:45-07:00,1,Glen Community Development Network,renewal_pending,clear,cleared,current
ORG-0001,2026-02-10T09:00-07:00,1,Oak Resident Council,active,clear,review_open,current
ORG-0015,2026-03-14T13:15-07:00,1,Lakeside Resident Council,active,clear,cleared,current
ORG-0096,2026-03-11T12:45-07:00,1,Lakeside Resident Council,active,clear,cleared,current
ORG-0404,2026-02-19T16:30-07:00,1,Yorktown Civic Collaborative,active,clear,review_open,current
ORG-0433,2026-03-04T11:00-07:00,1,Meadow Community Association,active,clear,review_open,current
ORG-0077,2026-03-21T10:30-07:00,1,Westhaven Housing Cooperative,active,clear,cleared,current
ORG-0008,2026-02-21T13:30-07:00,1,Glenwood Resident Council,active,clear,cleared,expired
ORG-0481,2026-03-08T15:00-07:00,1,Yorktown Housing Cooperative,active,clear,cleared,current
ORG-0471,2026-02-28T11:15-07:00,1,Kingsley Resident Council,active,clear,cleared,expired
ORG-0397,2026-03-14T12:00-07:00,1,Eastwood Community Development Network,active,clear,cleared,current
ORG-0139,2026-02-11T16:45-07:00,1,Millbrook Neighborhood Alliance,active,clear,cleared,expired
ORG-0443,2026-03-10T14:30-07:00,1,Bayview Resident Council,active,clear,cleared,current
ORG-0173,2026-03-12T13:15-07:00,1,Northgate Homes Collaborative,active,clear,cleared,current
ORG-0071,2026-03-20T09:30-07:00,1,University Housing Cooperative,active,clear,cleared,current
ORG-0048,2026-02-09T10:15-07:00,1,College Resident Council,active,clear,cleared,expired
ORG-0020,2026-03-16T15:30-07:00,1,Eastwood Neighborhood Alliance,active,clear,cleared,current
ORG-0042,2026-02-12T10:45-07:00,1,Monroe Community Association,active,clear,cleared,current
ORG-0431,2026-03-13T10:30-07:00,1,Willow Neighborhood Alliance,active,clear,cleared,current
ORG-0014,2026-02-06T09:15-07:00,1,Juniper Civic Collaborative,renewal_pending,clear,cleared,current
ORG-0197,2026-03-10T09:30-07:00,1,Northgate Neighborhood Alliance,active,clear,cleared,current
ORG-0391,2026-03-22T09:15-07:00,1,Grand Climate Partnership,active,clear,cleared,expired
ORG-0022,2026-03-16T11:15-07:00,1,Riverside Resident Council,active,clear,cleared,current
ORG-0425,2026-03-13T14:15-07:00,1,Lakewood Climate Partnership,active,clear,cleared,current
ORG-0037,2026-03-15T11:15-07:00,1,Parkside Community Association,renewal_pending,clear,cleared,current
ORG-0226,2026-02-07T10:30-07:00,1,Crescent Housing Cooperative,active,pending,cleared,current
ORG-0140,2026-03-03T14:15-07:00,1,Fox Community Development Network,active,pending,cleared,current
ORG-0375,2026-03-12T13:30-07:00,1,Brookfield Housing Cooperative,renewal_pending,clear,cleared,current
ORG-0071,2026-03-06T09:30-07:00,1,University Housing Cooperative,active,pending,cleared,current
ORG-0155,2026-03-15T09:15-07:00,1,Wellington Neighborhood Alliance,active,clear,cleared,current
ORG-0367,2026-03-17T11:00-07:00,1,Stonebridge Community Association,active,clear,cleared,current
ORG-0163,2026-03-22T11:15-07:00,1,Old Resident Council,active,clear,cleared,current
ORG-0367,2026-02-28T11:00-07:00,1,Stonebridge Community Association,active,clear,review_open,current
ORG-0409,2026-03-17T15:15-07:00,1,Highland Community Development Network,active,clear,cleared,current
ORG-0144,2026-03-22T15:30-07:00,1,Hillcrest Civic Collaborative,active,clear,cleared,current
ORG-0426,2026-02-21T15:00-07:00,1,South Climate Partnership,active,pending,cleared,current
ORG-0390,2026-02-08T14:00-07:00,1,Ashland Neighborhood Alliance,active,clear,review_open,current
ORG-0005,2026-03-15T11:00-07:00,1,Eastwood Community Development Network,active,clear,cleared,current
ORG-0438,2026-03-22T13:15-07:00,1,Yorktown Housing Cooperative,active,clear,cleared,current
ORG-0120,2026-03-21T16:15-07:00,1,Brookfield Housing Cooperative,active,clear,cleared,current
ORG-0110,2026-02-22T09:45-07:00,1,New Civic Collaborative,active,clear,cleared,expired
ORG-0449,2026-03-14T10:30-07:00,1,Highland Resident Council,active,clear,cleared,current
ORG-0437,2026-02-10T14:00-07:00,1,Maplewood Resident Council,active,clear,cleared,expired
ORG-0398,2026-03-18T10:00-07:00,2,Glen Community Development Network,active,clear,cleared,current
ORG-0026,2026-02-23T16:45-07:00,1,Elmwood Resident Council,active,clear,review_open,current
ORG-0386,2026-03-16T12:15-07:00,1,Northgate Neighborhood Alliance,active,clear,cleared,current
ORG-0441,2026-03-18T09:45-07:00,1,Grand Resident Council,active,clear,cleared,expired
ORG-0113,2026-02-15T10:45-07:00,1,Bayview Resident Council,renewal_pending,clear,cleared,current
ORG-0041,2026-02-16T09:15-07:00,1,Hawthorne Climate Partnership,active,clear,cleared,current
ORG-0333,2026-02-10T10:30-07:00,1,West End Water Action Group,active,clear,cleared,current
ORG-0065,2026-03-11T13:45-07:00,1,College Community Development Network,active,clear,cleared,current
ORG-0460,2026-03-01T15:45-07:00,1,Lakeside Climate Partnership,renewal_pending,clear,cleared,current
ORG-0344,2026-03-21T10:00-07:00,1,Lincoln Community Association,active,clear,cleared,expired
ORG-0380,2026-03-12T12:15-07:00,1,Lakewood Civic Collaborative,active,clear,cleared,current
ORG-0387,2026-03-13T14:15-07:00,1,Stonebridge Community Association,active,clear,cleared,expired
ORG-0429,2026-03-14T14:30-07:00,1,Fairview Community Development Network,active,clear,cleared,current
ORG-0205,2026-02-13T16:00-07:00,1,Greenfield Civic Collaborative,renewal_pending,clear,cleared,current
ORG-0139,2026-03-10T16:45-07:00,1,Millbrook Neighborhood Alliance,active,clear,cleared,current
ORG-0368,2026-03-15T16:00-07:00,1,Northgate Climate Partnership,active,clear,cleared,current
ORG-0156,2026-03-27T10:00-07:00,1,Brighton Community Association,active,pending,cleared,current
ORG-0149,2026-03-21T13:00-07:00,1,South Market Shade Partnership,active,pending,cleared,current
ORG-0235,2026-02-13T13:15-07:00,1,Juniper Housing Cooperative,renewal_pending,clear,cleared,current
ORG-0480,2026-02-26T11:00-07:00,1,Fairview Resident Council,active,clear,cleared,current
ORG-0331,2026-03-27T10:00-07:00,1,Juniper Neighborhood Partnership,active,clear,cleared,expired
ORG-0482,2026-02-09T15:00-07:00,1,Parkview Housing Cooperative,renewal_pending,clear,cleared,current
ORG-0227,2026-02-05T11:30-07:00,1,Magnolia Civic Collaborative,active,pending,cleared,current
ORG-0060,2026-03-21T09:15-07:00,1,Greenfield Housing Cooperative,active,clear,cleared,current
ORG-0431,2026-02-26T10:30-07:00,1,Willow Neighborhood Alliance,active,clear,cleared,expired
ORG-0202,2026-03-08T12:30-07:00,1,Millbrook Civic Collaborative,active,clear,cleared,current
ORG-0125,2026-03-27T10:00-07:00,1,Maplewood Community Development Network,active,clear,review_open,expired
ORG-0406,2026-03-22T13:00-07:00,1,West Housing Cooperative,active,clear,cleared,current
ORG-0007,2026-02-21T15:00-07:00,1,Oak Neighborhood Alliance,active,pending,cleared,current
ORG-0426,2026-03-12T15:00-07:00,1,South Climate Partnership,active,clear,cleared,current
ORG-0403,2026-03-27T10:00-07:00,1,Grand Community Development Network,renewal_pending,clear,cleared,current
ORG-0138,2026-03-06T11:30-07:00,1,Juniper Housing Cooperative,active,pending,cleared,current
ORG-0170,2026-03-13T12:00-07:00,1,Maplewood Housing Cooperative,active,clear,cleared,current
ORG-0331,2026-03-07T12:30-07:00,1,Juniper Neighborhood Partnership,active,clear,review_open,current
ORG-0158,2026-02-21T14:30-07:00,1,Kingston Climate Partnership,active,clear,review_open,current
ORG-0464,2026-03-18T11:15-07:00,1,Willow Neighborhood Alliance,active,clear,cleared,current
ORG-0006,2026-02-14T09:00-07:00,1,Lakeside Neighborhood Alliance,active,clear,cleared,current
ORG-0166,2026-03-02T10:15-07:00,1,Glenwood Community Association,active,clear,cleared,expired
ORG-0181,2026-03-08T14:45-07:00,1,Meadow Housing Cooperative,active,clear,cleared,current
ORG-0473,2026-03-15T10:00-07:00,1,Grand Climate Partnership,active,clear,cleared,current
ORG-0136,2026-03-17T11:45-07:00,1,Yorktown Community Association,active,clear,cleared,current
ORG-0233,2026-02-25T10:30-07:00,1,Greenfield Resident Council,active,clear,cleared,expired
ORG-0359,2026-03-22T10:00-07:00,1,Pinehurst Climate Partnership,active,clear,cleared,current
ORG-0040,2026-03-27T10:00-07:00,1,Ashland Neighborhood Alliance,active,pending,cleared,current
ORG-0418,2026-03-08T12:00-07:00,1,Fairview Climate Partnership,active,clear,cleared,current
ORG-0454,2026-03-15T16:45-07:00,1,Fairview Resident Council,active,pending,cleared,current
ORG-0370,2026-02-06T11:00-07:00,1,Elmwood Community Development Network,renewal_pending,clear,cleared,current
ORG-0404,2026-03-19T16:30-07:00,1,Yorktown Civic Collaborative,active,clear,cleared,current
ORG-0034,2026-03-12T09:00-07:00,1,Eastwood Mutual Aid Council,active,clear,cleared,current
ORG-0427,2026-03-27T10:00-07:00,1,Pinehurst Community Association,active,clear,cleared,expired
ORG-0023,2026-02-18T14:00-07:00,1,Sherwood Community Association,active,pending,cleared,current
ORG-0347,2026-03-12T15:15-07:00,1,Kingsley Resident Council,active,clear,cleared,current
ORG-0460,2026-03-08T15:45-07:00,2,Lakeside Climate Partnership,active,clear,cleared,current
ORG-0376,2026-03-27T10:00-07:00,1,Yorktown Housing Cooperative,active,pending,cleared,current
ORG-0450,2026-03-12T10:15-07:00,1,Highland Civic Collaborative,active,clear,cleared,current
ORG-0017,2026-03-08T13:45-07:00,1,Fairview Resident Council,active,clear,cleared,current
ORG-0470,2026-03-15T10:45-07:00,1,Grand Resident Council,active,clear,cleared,current
ORG-0475,2026-02-20T14:15-07:00,1,Fox Community Association,active,clear,review_open,current
ORG-0463,2026-03-10T11:00-07:00,1,Cedar Resident Council,active,clear,cleared,current
ORG-0457,2026-03-11T15:30-07:00,1,Fox Neighborhood Alliance,active,clear,cleared,expired
ORG-0601,2026-03-18T10:00-07:00,1,Central Canopy Partnership,active,clear,cleared,current
ORG-0602,2026-03-19T11:00-07:00,1,Bayview Housing Climate Collaborative,active,clear,cleared,current
ORG-0602,2026-03-19T11:00-07:00,2,Bayview Housing Climate Collaborative,active,clear,cleared,expired
ORG-0602,2026-03-25T09:00-07:00,3,Bayview Housing Climate Collaborative,active,clear,cleared,current
ORG-0603,2026-03-20T12:00-07:00,1,Maple Junction Preparedness Council,active,clear,cleared,current
ORG-0604,2026-03-20T13:00-07:00,1,West Terrace Neighborhood Alliance,active,clear,cleared,current
