application_id,review_stage,review_status,score,community_priority,equity_score,reviewed_at,review_version,panel_code
A26-7239,screening,complete,79,88,72,2026-03-04T15:00-08:00,1,P-A
A26-3484,final,complete,82,77,88,2026-03-15T11:20-07:00,1,P-B
A26-8081,screening,complete,68,98,60,2026-03-08T12:00-08:00,1,P-C
A26-1347,final,pending,73,91,81,2026-03-17T12:40-07:00,2,P-D
A26-5046,final,complete,90,82,72,2026-03-07T16:20-07:00,1,P-C
A26-5088,final,complete,76,82,80,2026-03-23T16:40-07:00,1,P-B
A26-5035,screening,complete,65,82,97,2026-03-06T11:00-08:00,1,P-C
A26-0408,final,complete,67,78,66,2026-03-11T11:40-07:00,1,P-C
A26-5057,final,complete,82,83,95,2026-03-15T17:40-07:00,1,P-B
A26-6326,screening,complete,57,75,79,2026-03-03T09:00-08:00,1,P-D
A26-5442,final,complete,72,88,88,2026-03-22T12:00-07:00,2,P-A
A26-5132,final,complete,74,96,73,2026-03-13T13:00-07:00,1,P-C
A26-5148,final,complete,93,78,87,2026-03-15T10:40-07:00,1,P-B
A26-1773,screening,complete,59,94,62,2026-03-03T09:00-08:00,1,P-A
A26-5127,final,complete,86,88,86,2026-03-07T16:00-07:00,1,P-A
A26-3823,screening,complete,65,95,85,2026-03-01T10:00-08:00,1,P-A
A26-4453,screening,complete,56,71,88,2026-03-08T13:00-08:00,1,P-D
A26-5174,final,complete,87,81,85,2026-03-14T09:20-07:00,1,P-A
A26-3051,final,complete,91,81,85,2026-03-23T16:20-07:00,1,P-B
A26-5124,final,complete,73,75,70,2026-03-22T09:40-07:00,1,P-C
A26-9486,screening,complete,55,96,89,2026-03-02T15:00-08:00,1,P-C
A26-5065,screening,complete,94,82,88,2026-03-04T12:00-08:00,1,P-A
A26-9809,final,complete,90,77,93,2026-03-17T14:00-07:00,1,P-B
A26-0600,final,complete,85,71,77,2026-03-14T14:20-07:00,1,P-D
A26-0241,screening,complete,76,88,87,2026-03-06T15:00-08:00,1,P-D
A26-5060,final,complete,95,84,83,2026-03-06T12:40-07:00,1,P-C
A26-0335,screening,complete,82,68,86,2026-03-07T12:00-08:00,1,P-C
A26-5047,final,complete,82,98,80,2026-03-15T11:20-07:00,1,P-D
A26-8199,screening,complete,93,82,86,2026-03-03T12:00-08:00,1,P-D
A26-1814,final,complete,84,74,77,2026-03-18T15:40-07:00,1,P-D
A26-5158,screening,complete,70,94,62,2026-03-05T14:00-08:00,1,P-B
A26-0841,screening,complete,,97,78,2026-03-05T09:00-08:00,1,P-B
A26-5034,final,complete,89,75,86,2026-03-15T15:20-07:00,1,P-C
A26-7528,final,complete,92,93,73,2026-03-15T11:20-07:00,1,P-B
A26-2183,screening,complete,86,81,82,2026-03-01T11:00-08:00,1,P-B
A26-0200,screening,complete,61,65,81,2026-03-04T15:00-08:00,1,P-C
A26-5017,screening,complete,80,85,64,2026-03-01T09:00-08:00,1,P-C
A26-5051,final,complete,73,98,83,2026-03-23T14:00-07:00,1,P-A
A26-3833,final,complete,91,88,86,2026-03-17T16:40-07:00,1,P-A
A26-5043,screening,complete,88,88,76,2026-03-05T16:00-08:00,1,P-D
A26-7834,final,complete,83,73,95,2026-03-15T12:40-07:00,1,P-B
A26-5129,final,complete,94,73,97,2026-03-28T11:00-07:00,1,P-D
A26-5068,screening,complete,74,92,97,2026-03-07T12:00-08:00,1,P-B
A26-3000,final,complete,76,84,80,2026-03-28T11:00-07:00,1,P-D
A26-0622,final,complete,89,74,82,2026-03-14T11:20-07:00,1,P-D
A26-3179,final,complete,99,91,99,2026-03-09T10:20-07:00,1,P-A
A26-4568,screening,complete,79,91,62,2026-03-04T15:00-08:00,1,P-D
A26-5001,final,complete,82,89,83,2026-03-11T11:20-07:00,1,P-D
A26-5089,final,complete,74,97,87,2026-03-20T17:00-07:00,1,P-C
A26-5120,final,complete,81,83,84,2026-03-22T12:40-07:00,1,P-D
A26-5106,screening,complete,70,83,62,2026-03-05T16:00-08:00,1,P-D
A26-5177,final,complete,91,82,73,2026-03-23T15:20-07:00,1,P-C
A26-5136,screening,complete,83,66,71,2026-03-04T10:00-08:00,1,P-A
A26-0179,final,complete,88,98,74,2026-03-20T09:20-07:00,1,P-B
A26-0199,final,complete,92,85,73,2026-03-17T10:40-07:00,1,P-A
A26-5112,final,complete,90,73,75,2026-03-18T12:40-07:00,1,P-A
A26-8629,final,complete,77,78,76,2026-03-15T16:00-07:00,1,P-C
A26-8029,final,complete,86,88,87,2026-03-22T17:20-07:00,1,P-B
A26-5179,final,complete,88,92,90,2026-03-12T09:00-07:00,1,P-B
A26-5769,final,complete,81,92,87,2026-03-14T16:40-07:00,1,P-D
A26-6745,final,complete,93,82,74,2026-03-23T16:00-07:00,1,P-D
A26-5135,screening,complete,82,80,77,2026-03-01T13:00-08:00,1,P-A
A26-8731,final,complete,98,95,66,2026-03-15T14:20-07:00,1,P-D
A26-6525,final,pending,72,91,79,2026-03-13T14:20-07:00,1,P-B
A26-5062,final,complete,83,93,82,2026-03-12T09:40-07:00,1,P-A
A26-5064,final,complete,75,68,69,2026-03-04T15:00-07:00,1,P-B
A26-6742,screening,complete,69,94,70,2026-03-08T11:00-08:00,1,P-C
A26-3069,final,complete,75,87,89,2026-03-18T14:00-07:00,1,P-A
A26-8483,final,complete,82,95,87,2026-03-22T10:40-07:00,1,P-B
A26-3823,final,pending,76,75,87,2026-03-15T17:40-07:00,1,P-C
A26-5050,screening,complete,64,81,89,2026-03-05T14:00-08:00,1,P-B
A26-8803,final,complete,79,92,79,2026-03-28T11:00-07:00,1,P-D
A26-8544,screening,complete,62,66,78,2026-03-04T11:00-08:00,1,P-D
A26-5175,final,complete,93,78,96,2026-03-15T12:00-07:00,1,P-C
A26-5165,screening,complete,86,89,93,2026-03-01T13:00-08:00,1,P-D
A26-0536,screening,complete,61,82,75,2026-03-01T10:00-08:00,1,P-A
A26-5824,screening,complete,88,96,64,2026-03-08T12:00-08:00,1,P-B
A26-5132,final,complete,77,95,71,2026-03-12T13:00-07:00,1,P-C
A26-8336,final,complete,89,74,86,2026-03-13T12:40-07:00,1,P-B
A26-5111,final,complete,85,85,72,2026-03-18T12:00-07:00,1,P-B
A26-4793,final,complete,88,82,88,2026-03-14T12:00-07:00,1,P-B
A26-5824,final,complete,83,83,82,2026-03-10T12:20-07:00,1,P-A
A26-5020,screening,complete,76,76,97,2026-03-06T15:00-08:00,1,P-D
A26-5141,final,complete,71,83,80,2026-03-17T10:00-07:00,1,P-C
A26-5108,final,complete,84,74,75,2026-03-28T11:00-07:00,1,P-D
A26-2275,screening,complete,90,66,90,2026-03-07T14:00-08:00,1,P-B
A26-5033,screening,complete,88,86,81,2026-03-06T16:00-08:00,1,P-C
A26-0122,screening,complete,78,79,65,2026-03-02T12:00-08:00,1,P-D
A26-5084,final,complete,93,74,98,2026-03-20T13:20-07:00,1,P-A
A26-5034,screening,complete,98,73,70,2026-03-03T16:00-08:00,1,P-B
A26-0201,final,complete,73,96,82,2026-03-16T09:40-07:00,1,P-A
A26-5077,final,complete,79,90,70,2026-03-14T17:40-07:00,1,P-A
A26-5173,final,complete,88,73,96,2026-03-22T11:00-07:00,1,P-A
A26-5003,final,complete,89,98,71,2026-03-11T15:00-07:00,1,P-D
A26-0737,screening,complete,93,97,72,2026-03-02T10:00-08:00,1,P-A
A26-5122,screening,complete,57,91,87,2026-03-03T09:00-08:00,1,P-B
A26-0328,final,complete,78,94,90,2026-03-17T13:00-07:00,1,P-C
A26-5038,screening,complete,78,87,76,2026-03-02T16:00-08:00,1,P-C
A26-5090,screening,complete,85,94,63,2026-03-08T09:00-08:00,1,P-C
A26-2142,final,complete,85,87,91,2026-03-22T17:40-07:00,2,P-B
A26-3355,screening,complete,89,81,64,2026-03-01T13:00-08:00,1,P-A
A26-6061,screening,complete,75,70,82,2026-03-08T13:00-08:00,1,P-D
A26-5062,final,complete,83,93,83,2026-03-19T09:40-07:00,2,P-A
A26-5096,final,pending,74,83,72,2026-03-12T10:00-07:00,1,P-A
A26-3554,screening,complete,89,69,78,2026-03-07T13:00-08:00,1,P-D
A26-5041,final,complete,99,92,92,2026-03-19T17:00-07:00,1,P-B
A26-0200,final,pending,85,85,70,2026-03-22T15:40-07:00,1,P-C
A26-5100,screening,complete,67,80,98,2026-03-04T12:00-08:00,1,P-D
A26-0361,screening,complete,71,69,95,2026-03-08T12:00-08:00,1,P-D
A26-0632,final,complete,95,97,91,2026-03-14T09:20-07:00,1,P-B
A26-8029,final,complete,91,91,85,2026-03-19T17:20-07:00,1,P-D
A26-9555,screening,complete,85,97,88,2026-03-05T15:00-08:00,1,P-C
A26-1343,final,complete,84,76,97,2026-03-13T11:00-07:00,1,P-A
A26-5000,screening,complete,82,96,96,2026-03-08T09:00-08:00,1,P-B
A26-5175,screening,complete,76,90,86,2026-03-04T12:00-08:00,1,P-C
A26-5156,final,pending,72,86,97,2026-03-12T15:00-07:00,1,P-C
A26-1932,final,complete,74,75,87,2026-03-17T16:20-07:00,1,P-D
A26-5073,final,complete,68,85,72,2026-03-28T11:00-07:00,1,P-D
A26-5098,screening,complete,58,97,78,2026-03-01T09:00-08:00,1,P-A
A26-5071,screening,complete,81,89,97,2026-03-06T16:00-08:00,1,P-A
A26-5696,screening,complete,76,83,95,2026-03-05T12:00-08:00,1,P-B
A26-8862,final,complete,76,73,95,2026-03-21T17:00-07:00,2,P-C
A26-5547,final,complete,92,84,95,2026-03-13T17:00-07:00,1,P-D
A26-5130,screening,complete,93,72,72,2026-03-01T16:00-08:00,1,P-C
A26-2356,final,complete,81,93,91,2026-03-13T14:20-07:00,1,P-C
A26-8474,final,complete,76,81,86,2026-03-14T10:40-07:00,1,P-D
A26-5669,screening,complete,74,84,77,2026-03-06T15:00-08:00,1,P-A
A26-4829,final,complete,80,86,74,2026-03-18T10:20-07:00,1,P-C
A26-5063,screening,complete,88,73,77,2026-03-06T16:00-08:00,1,P-A
A26-1995,final,complete,79,76,85,2026-03-17T16:00-07:00,1,P-D
A26-0646,screening,complete,61,94,83,2026-03-01T14:00-08:00,1,P-B
A26-6326,final,complete,89,77,85,2026-03-17T10:40-07:00,1,P-D
A26-5093,screening,complete,72,83,65,2026-03-01T15:00-08:00,1,P-A
A26-8260,final,complete,88,85,77,2026-03-13T10:40-07:00,1,P-A
A26-5137,screening,complete,79,95,83,2026-03-06T10:00-08:00,1,P-D
A26-3538,final,complete,76,96,79,2026-03-13T13:20-07:00,1,P-B
A26-6726,final,complete,81,98,72,2026-03-21T10:00-07:00,1,P-B
A26-4804,final,complete,86,90,75,2026-03-17T15:20-07:00,1,P-A
A26-5126,final,complete,76,86,94,2026-03-13T09:40-07:00,1,P-D
A26-3512,screening,complete,89,67,79,2026-03-08T13:00-08:00,1,P-A
A26-5473,final,complete,93,88,76,2026-03-17T11:00-07:00,1,P-D
A26-5090,final,complete,92,93,84,2026-03-07T16:40-07:00,1,P-D
A26-3426,final,complete,84,76,89,2026-03-20T09:20-07:00,1,P-D
A26-4229,final,complete,90,86,70,2026-03-23T16:00-07:00,1,P-C
A26-5103,screening,complete,84,70,96,2026-03-06T16:00-08:00,1,P-D
A26-3028,final,complete,82,73,93,2026-03-11T15:20-07:00,1,P-A
A26-5091,final,complete,99,78,87,2026-03-14T16:20-07:00,1,P-D
A26-8698,final,complete,84,86,91,2026-03-23T17:20-07:00,1,P-C
A26-5179,screening,complete,95,90,90,2026-03-05T11:00-08:00,1,P-D
A26-5048,final,complete,80,74,71,2026-03-19T12:40-07:00,1,P-A
A26-1847,final,complete,93,95,93,2026-03-21T12:40-07:00,1,P-D
A26-1331,screening,complete,89,70,69,2026-03-03T16:00-08:00,1,P-B
A26-0015,screening,complete,75,80,91,2026-03-06T16:00-08:00,1,P-C
A26-5396,screening,complete,70,76,66,2026-03-07T14:00-08:00,1,P-C
A26-5144,final,complete,84,86,66,2026-03-17T13:00-07:00,1,P-B
A26-5024,final,complete,77,95,71,2026-03-20T17:20-07:00,1,P-C
A26-5047,final,complete,86,98,80,2026-03-28T11:00-07:00,1,P-D
A26-5064,screening,complete,58,84,62,2026-03-04T14:00-08:00,1,P-C
A26-5122,final,complete,76,72,69,2026-03-11T17:00-07:00,1,P-C
A26-5139,final,complete,84,99,77,2026-03-10T09:00-07:00,1,P-B
A26-1243,final,complete,85,84,96,2026-03-28T11:00-07:00,1,P-D
A26-5157,final,complete,76,85,74,2026-03-13T14:20-07:00,1,P-C
A26-4732,final,complete,89,98,96,2026-03-23T15:40-07:00,1,P-D
A26-5115,final,complete,85,98,94,2026-03-21T17:40-07:00,1,P-C
A26-2888,screening,complete,63,73,85,2026-03-08T16:00-08:00,1,P-A
A26-5033,final,complete,72,95,78,2026-03-14T16:00-07:00,1,P-D
A26-2709,final,complete,84,96,79,2026-03-15T11:40-07:00,1,P-B
A26-5135,final,complete,90,71,71,2026-03-18T16:40-07:00,1,P-B
A26-7612,screening,complete,82,78,84,2026-03-08T15:00-08:00,1,P-B
A26-9935,screening,complete,87,75,62,2026-03-06T15:00-08:00,1,P-B
A26-8854,final,complete,72,93,85,2026-03-18T14:40-07:00,1,P-D
A26-1889,final,complete,99,98,97,2026-03-13T15:20-07:00,1,P-C
A26-7725,final,complete,73,91,97,2026-03-20T09:00-07:00,1,P-C
A26-9969,final,complete,80,79,74,2026-03-18T12:40-07:00,1,P-C
A26-0620,final,complete,85,99,74,2026-03-04T15:00-07:00,1,P-D
A26-5005,final,complete,81,85,88,2026-03-23T17:00-07:00,1,P-A
A26-5088,final,complete,74,85,82,2026-03-22T16:40-07:00,1,P-B
A26-8466,final,complete,82,85,75,2026-03-16T12:00-07:00,1,P-B
A26-5157,screening,complete,74,95,91,2026-03-04T12:00-08:00,1,P-D
A26-1847,final,complete,,92,97,2026-03-19T12:40-07:00,1,P-D
A26-5091,final,complete,88,76,87,2026-03-22T16:20-07:00,1,P-B
A26-4787,screening,complete,84,78,91,2026-03-08T15:00-08:00,1,P-C
A26-6808,final,complete,79,95,74,2026-03-10T14:00-07:00,1,P-C
A26-1270,screening,complete,77,92,64,2026-03-04T13:00-08:00,1,P-C
A26-9969,screening,complete,98,77,60,2026-03-03T11:00-08:00,1,P-D
A26-4873,final,complete,76,84,78,2026-03-15T11:00-07:00,1,P-C
A26-8645,final,complete,95,87,73,2026-03-14T12:00-07:00,1,P-C
A26-5036,screening,complete,63,90,78,2026-03-03T15:00-08:00,1,P-C
A26-8788,final,complete,87,88,77,2026-03-14T16:20-07:00,1,P-C
A26-7082,final,complete,89,87,91,2026-03-15T09:40-07:00,1,P-B
A26-5087,screening,complete,94,72,71,2026-03-02T14:00-08:00,1,P-A
A26-5101,final,complete,80,80,78,2026-03-22T16:20-07:00,1,P-C
A26-8731,final,complete,91,95,70,2026-03-21T14:20-07:00,1,P-B
A26-5068,final,pending,93,97,84,2026-03-19T14:00-07:00,1,P-C
A26-7111,final,complete,82,84,99,2026-03-20T14:40-07:00,1,P-A
A26-5111,final,complete,91,88,71,2026-03-22T12:00-07:00,1,P-B
A26-5062,screening,complete,68,81,66,2026-03-03T13:00-08:00,1,P-B
A26-7784,final,complete,73,77,76,2026-03-21T16:20-07:00,1,P-A
A26-5080,final,complete,92,99,91,2026-03-12T12:20-07:00,1,P-A
A26-5274,screening,complete,63,79,91,2026-03-07T11:00-08:00,1,P-B
A26-7834,final,complete,77,70,92,2026-03-10T12:40-07:00,1,P-D
A26-5082,screening,complete,56,97,60,2026-03-04T10:00-08:00,1,P-C
A26-0179,screening,complete,61,90,75,2026-03-07T09:00-08:00,1,P-C
A26-5042,final,complete,79,77,82,2026-03-12T09:40-07:00,1,P-D
A26-9115,screening,complete,94,77,65,2026-03-04T15:00-08:00,1,P-B
A26-1176,screening,complete,87,89,90,2026-03-06T14:00-08:00,1,P-C
A26-5123,final,complete,87,73,76,2026-03-10T14:40-07:00,1,P-A
A26-6064,final,complete,87,85,83,2026-03-16T10:00-07:00,1,P-C
A26-5473,screening,complete,98,96,73,2026-03-03T09:00-08:00,1,P-D
A26-5035,final,complete,67,69,73,2026-03-21T11:40-07:00,1,P-A
A26-9587,screening,complete,96,85,83,2026-03-05T09:00-08:00,1,P-B
A26-4531,final,complete,90,83,89,2026-03-15T14:20-07:00,1,P-A
A26-7110,final,complete,89,88,71,2026-03-13T10:20-07:00,1,P-C
A26-5149,final,pending,79,95,94,2026-03-14T13:00-07:00,1,P-C
A26-5017,final,complete,73,73,82,2026-03-18T09:20-07:00,1,P-C
A26-9411,final,complete,93,89,73,2026-03-12T17:40-07:00,1,P-A
A26-4568,final,complete,92,94,86,2026-03-28T11:00-07:00,1,P-D
A26-6525,screening,complete,58,97,86,2026-03-03T11:00-08:00,1,P-C
A26-8014,screening,complete,65,82,87,2026-03-01T11:00-08:00,1,P-C
A26-4054,final,complete,84,99,93,2026-03-14T17:20-07:00,1,P-D
A26-5074,final,complete,90,94,97,2026-03-18T10:40-07:00,1,P-B
A26-1001,final,complete,76,87,71,2026-03-15T12:20-07:00,1,P-C
A26-5002,screening,complete,93,96,77,2026-03-02T09:00-08:00,1,P-C
A26-2449,final,complete,74,93,98,2026-03-16T12:40-07:00,1,P-C
A26-5094,final,complete,75,97,99,2026-03-15T14:20-07:00,1,P-B
A26-0715,final,complete,78,94,73,2026-03-23T12:40-07:00,1,P-C
A26-5179,final,complete,88,92,86,2026-03-05T09:00-07:00,1,P-B
A26-5120,screening,complete,57,95,66,2026-03-01T12:00-08:00,1,P-C
A26-5681,final,complete,78,89,91,2026-03-06T12:20-07:00,1,P-D
A26-6587,final,complete,88,81,82,2026-03-20T11:00-07:00,1,P-D
A26-3873,final,complete,89,95,74,2026-03-10T10:00-07:00,1,P-C
A26-4438,screening,complete,86,96,76,2026-03-03T11:00-08:00,1,P-B
A26-5086,final,complete,80,98,87,2026-03-07T10:00-07:00,1,P-D
A26-8574,final,complete,78,81,85,2026-03-19T10:20-07:00,1,P-B
A26-0135,screening,complete,86,73,71,2026-03-05T15:00-08:00,1,P-C
A26-8002,screening,complete,80,72,65,2026-03-04T10:00-08:00,1,P-D
A26-5069,final,complete,75,83,96,2026-03-21T14:20-07:00,1,P-A
A26-5681,final,complete,72,90,90,2026-03-12T12:20-07:00,1,P-C
A26-5168,screening,complete,72,92,99,2026-03-04T12:00-08:00,1,P-C
A26-8014,final,complete,81,97,85,2026-03-18T12:00-07:00,1,P-C
A26-6617,screening,complete,96,87,70,2026-03-07T09:00-08:00,1,P-B
A26-4993,final,complete,79,75,84,2026-03-16T13:20-07:00,1,P-D
A26-1995,final,complete,74,78,83,2026-03-09T16:00-07:00,1,P-C
A26-2157,screening,complete,74,65,73,2026-03-03T12:00-08:00,1,P-C
A26-4985,screening,complete,76,70,90,2026-03-05T13:00-08:00,1,P-C
A26-5030,final,complete,71,96,72,2026-03-28T11:00-07:00,1,P-D
A26-6129,screening,complete,93,90,87,2026-03-05T09:00-08:00,1,P-B
A26-3484,final,complete,87,76,85,2026-03-14T11:20-07:00,1,P-D
A26-5113,final,complete,72,75,86,2026-03-22T12:40-07:00,1,P-B
A26-5002,final,complete,85,83,87,2026-03-22T11:40-07:00,1,P-B
A26-6061,final,complete,86,78,94,2026-03-16T13:00-07:00,1,P-A
A26-5061,final,complete,93,75,72,2026-03-11T11:00-07:00,1,P-B
A26-5051,screening,complete,95,71,79,2026-03-08T16:00-08:00,1,P-A
A26-5039,final,complete,78,77,91,2026-03-23T15:00-07:00,1,P-D
A26-5149,screening,complete,86,90,84,2026-03-07T09:00-08:00,1,P-D
A26-5037,screening,complete,58,95,86,2026-03-06T15:00-08:00,1,P-A
A26-5578,screening,complete,76,84,84,2026-03-08T12:00-08:00,1,P-D
A26-4568,final,complete,96,93,86,2026-03-13T10:00-07:00,1,P-D
A26-5154,screening,complete,65,98,98,2026-03-02T13:00-08:00,1,P-D
A26-5400,final,complete,90,84,73,2026-03-15T11:20-07:00,1,P-B
A26-5108,final,complete,78,74,75,2026-03-16T17:40-07:00,2,P-B
A26-9855,final,complete,88,98,78,2026-03-19T16:00-07:00,1,P-C
A26-2525,final,complete,87,79,88,2026-03-08T15:00-07:00,1,P-D
A26-5130,final,complete,83,73,97,2026-03-23T16:20-07:00,1,P-C
A26-5153,final,complete,77,92,83,2026-03-17T11:20-07:00,1,P-D
A26-5993,final,complete,81,70,72,2026-03-17T10:00-07:00,1,P-A
A26-5140,screening,complete,63,83,99,2026-03-01T13:00-08:00,1,P-D
A26-5005,screening,complete,63,76,81,2026-03-02T11:00-08:00,1,P-D
A26-8014,final,complete,87,93,87,2026-03-11T12:00-07:00,1,P-C
A26-6127,final,complete,85,95,90,2026-03-28T11:00-07:00,1,P-D
A26-3114,final,complete,81,96,97,2026-03-28T11:00-07:00,1,P-D
A26-5158,final,complete,80,87,97,2026-03-15T09:40-07:00,1,P-B
A26-5167,final,complete,73,92,76,2026-03-19T10:20-07:00,1,P-B
A26-0304,screening,complete,98,70,97,2026-03-08T12:00-08:00,1,P-B
A26-6326,final,complete,92,77,85,2026-03-17T10:40-07:00,2,P-B
A26-6280,screening,complete,76,76,83,2026-03-03T15:00-08:00,1,P-D
A26-9407,final,complete,87,81,79,2026-03-20T10:00-07:00,1,P-A
A26-5086,screening,complete,79,89,66,2026-03-02T12:00-08:00,1,P-B
A26-6965,final,complete,77,76,71,2026-03-18T10:40-07:00,1,P-A
A26-5141,screening,complete,85,77,69,2026-03-08T13:00-08:00,1,P-A
A26-4054,screening,complete,66,88,82,2026-03-01T11:00-08:00,1,P-C
A26-5993,final,complete,87,74,71,2026-03-18T10:00-07:00,2,P-D
A26-4847,final,complete,81,92,71,2026-03-14T15:20-07:00,1,P-A
A26-8205,final,complete,80,76,91,2026-03-23T11:40-07:00,1,P-D
A26-2356,final,complete,86,89,88,2026-03-12T14:20-07:00,1,P-C
A26-9834,screening,complete,68,72,98,2026-03-06T12:00-08:00,1,P-C
A26-4333,screening,complete,88,97,89,2026-03-02T09:00-08:00,1,P-B
A26-0934,screening,complete,89,93,92,2026-03-07T12:00-08:00,1,P-D
A26-5081,screening,complete,85,66,99,2026-03-01T09:00-08:00,1,P-C
A26-8896,final,complete,77,78,99,2026-03-05T11:40-07:00,1,P-B
A26-9016,screening,complete,77,71,66,2026-03-07T16:00-08:00,1,P-C
A26-5037,final,complete,85,72,70,2026-03-14T12:40-07:00,1,P-B
A26-4857,final,complete,82,97,87,2026-03-21T09:40-07:00,1,P-B
A26-5087,final,complete,93,99,81,2026-03-09T17:40-07:00,1,P-D
A26-5068,final,complete,89,94,82,2026-03-12T14:00-07:00,1,P-D
A26-5084,screening,complete,92,79,81,2026-03-06T14:00-08:00,1,P-A
A26-1673,final,complete,76,84,76,2026-03-13T14:40-07:00,1,P-B
A26-5091,final,pending,91,76,87,2026-03-22T16:20-07:00,2,P-D
A26-5059,screening,complete,90,78,86,2026-03-03T12:00-08:00,1,P-C
A26-5191,final,complete,75,94,74,2026-03-21T13:40-07:00,1,P-A
A26-1251,final,pending,74,97,87,2026-03-21T15:40-07:00,1,P-D
A26-4687,screening,complete,71,99,88,2026-03-02T13:00-08:00,1,P-D
A26-1380,final,complete,75,92,81,2026-03-17T15:20-07:00,1,P-D
A26-6046,final,complete,83,82,97,2026-03-06T15:00-07:00,1,P-B
A26-2493,final,complete,96,93,76,2026-03-07T12:00-07:00,1,P-A
A26-9458,final,complete,68,93,69,2026-03-17T09:40-07:00,1,P-A
A26-7923,screening,complete,70,94,89,2026-03-08T11:00-08:00,1,P-A
A26-8645,final,complete,89,90,71,2026-03-20T12:00-07:00,1,P-C
A26-5128,final,complete,73,88,97,2026-03-18T16:20-07:00,1,P-C
A26-9726,final,complete,89,91,79,2026-03-18T11:00-07:00,1,P-C
A26-5993,final,complete,84,74,71,2026-03-18T10:00-07:00,1,P-C
A26-7834,screening,complete,65,76,81,2026-03-01T16:00-08:00,1,P-A
A26-5104,screening,complete,60,88,81,2026-03-07T09:00-08:00,1,P-A
A26-8002,final,complete,89,92,79,2026-03-18T11:00-07:00,1,P-D
A26-7021,screening,complete,69,80,84,2026-03-08T15:00-08:00,1,P-A
A26-5146,final,pending,93,76,74,2026-03-22T16:40-07:00,1,P-A
A26-8336,screening,complete,79,77,89,2026-03-07T16:00-08:00,1,P-C
A26-1145,screening,complete,75,89,73,2026-03-04T12:00-08:00,1,P-A
A26-5143,final,complete,80,71,94,2026-03-19T12:20-07:00,1,P-D
A26-2120,screening,complete,77,65,71,2026-03-08T10:00-08:00,1,P-A
A26-5490,final,pending,87,91,98,2026-03-21T13:00-07:00,1,P-C
A26-1455,screening,complete,,83,97,2026-03-05T11:00-08:00,1,P-B
A26-9486,final,complete,75,94,77,2026-03-20T09:00-07:00,1,P-D
A26-2142,final,complete,90,88,88,2026-03-17T17:40-07:00,1,P-D
A26-3657,screening,complete,82,96,98,2026-03-08T13:00-08:00,1,P-A
A26-5191,screening,complete,90,68,88,2026-03-02T13:00-08:00,1,P-A
A26-5136,final,complete,90,73,84,2026-03-13T11:20-07:00,1,P-B
A26-4229,final,complete,95,86,66,2026-03-21T16:00-07:00,1,P-D
A26-5153,final,complete,80,90,86,2026-03-21T11:20-07:00,2,P-D
A26-0304,final,complete,74,94,82,2026-03-22T12:00-07:00,1,P-B
A26-6742,final,complete,77,94,96,2026-03-13T11:00-07:00,1,P-D
A26-4829,screening,complete,60,83,86,2026-03-05T09:00-08:00,1,P-C
A26-4805,final,complete,86,98,98,2026-03-23T15:00-07:00,1,P-B
A26-1004,final,complete,82,79,98,2026-03-21T15:20-07:00,1,P-D
A26-1778,final,complete,82,95,89,2026-03-21T12:20-07:00,1,P-D
A26-2159,screening,complete,94,94,82,2026-03-02T13:00-08:00,1,P-A
A26-8483,screening,complete,66,76,68,2026-03-04T13:00-08:00,1,P-B
A26-1723,final,complete,76,94,89,2026-03-19T10:00-07:00,1,P-D
A26-0896,final,complete,72,93,81,2026-03-14T17:40-07:00,1,P-C
A26-1331,final,complete,89,90,90,2026-03-17T14:00-07:00,1,P-C
A26-9305,screening,complete,64,68,71,2026-03-06T16:00-08:00,1,P-D
A26-5012,screening,complete,83,98,91,2026-03-05T13:00-08:00,1,P-D
A26-5101,final,complete,87,78,77,2026-03-20T16:20-07:00,1,P-B
A26-3114,screening,complete,88,77,68,2026-03-08T09:00-08:00,1,P-D
A26-8309,final,complete,89,77,94,2026-03-22T13:40-07:00,1,P-A
A26-5004,final,complete,83,76,89,2026-03-13T12:00-07:00,2,P-B
A26-5106,final,complete,72,79,81,2026-03-15T09:20-07:00,1,P-B
A26-9458,final,complete,73,94,73,2026-03-20T09:40-07:00,1,P-A
A26-4506,screening,complete,96,70,90,2026-03-03T12:00-08:00,1,P-B
A26-4732,final,complete,96,94,93,2026-03-18T15:40-07:00,1,P-C
A26-8836,screening,complete,77,75,70,2026-03-02T12:00-08:00,1,P-D
A26-5107,screening,complete,69,93,92,2026-03-02T10:00-08:00,1,P-B
A26-5117,final,complete,77,75,85,2026-03-23T17:40-07:00,1,P-C
A26-9726,screening,complete,60,77,86,2026-03-08T12:00-08:00,1,P-A
A26-9316,final,pending,83,72,90,2026-03-14T13:20-07:00,1,P-B
A26-6575,final,complete,88,86,72,2026-03-22T09:40-07:00,1,P-D
A26-7380,screening,complete,72,91,72,2026-03-07T10:00-08:00,1,P-D
A26-9525,screening,complete,78,92,88,2026-03-08T12:00-08:00,1,P-D
A26-6742,final,complete,83,94,96,2026-03-28T11:00-07:00,1,P-D
A26-5013,final,complete,83,94,85,2026-03-11T15:00-07:00,1,P-C
A26-5078,final,complete,76,89,94,2026-03-12T09:20-07:00,1,P-D
A26-6723,screening,complete,93,68,67,2026-03-04T11:00-08:00,1,P-C
A26-0918,final,complete,87,92,87,2026-03-16T09:40-07:00,1,P-D
